,기간,자치구,승하차 평균
49,2015년02월,마포구,32153.0
50,2015년03월,마포구,36409.8
51,2015년04월,마포구,36244.6
52,2015년05월,마포구,36141.6
53,2015년06월,마포구,31817.2
54,2015년07월,마포구,32861.2
55,2015년08월,마포구,31952.7
56,2015년09월,마포구,33159.7
57,2015년10월,마포구,36071.5
58,2015년11월,마포구,35069.6
59,2015년12월,마포구,35918.8
60,2016년01월,마포구,37549.1
61,2016년02월,마포구,37196.4
62,2016년03월,마포구,41728.4
63,2016년04월,마포구,41082.0
64,2016년05월,마포구,41274.4
65,2016년06월,마포구,40501.6
66,2016년07월,마포구,39468.5
67,2016년08월,마포구,38727.7
68,2016년09월,마포구,38462.7
69,2016년10월,마포구,41166.1
70,2016년11월,마포구,41772.1
71,2016년12월,마포구,41772.4
72,2017년01월,마포구,36955.4
73,2017년02월,마포구,41545.9
74,2017년03월,마포구,42310.9
75,2017년04월,마포구,41044.8
76,2017년05월,마포구,40445.4
77,2017년06월,마포구,40258.5
78,2017년07월,마포구,38770.5
79,2017년08월,마포구,38186.0
80,2017년09월,마포구,41329.0
81,2017년10월,마포구,37358.5
82,2017년11월,마포구,41702.1
83,2017년12월,마포구,41312.8
84,2018년01월,마포구,38224.9
85,2018년02월,마포구,38098.1
86,2018년03월,마포구,42487.4
87,2018년04월,마포구,41671.5
88,2018년05월,마포구,41991.4
89,2018년06월,마포구,39881.6
90,2018년07월,마포구,39592.7
91,2018년08월,마포구,38331.3
92,2018년09월,마포구,38312.4
93,2018년10월,마포구,42234.1
94,2018년11월,마포구,42655.1
95,2018년12월,마포구,41253.8
0,2011년01월,서대문구,1436.5
1,2011년02월,서대문구,1530.5
2,2011년03월,서대문구,1714.0
3,2011년04월,서대문구,1752.0
4,2011년05월,서대문구,1817.0
5,2011년06월,서대문구,1721.5
6,2011년07월,서대문구,1682.5
7,2011년08월,서대문구,1688.5
8,2011년09월,서대문구,1807.5
9,2011년10월,서대문구,1904.5
10,2011년11월,서대문구,1792.5
11,2011년12월,서대문구,1697.5
12,2012년01월,서대문구,18380.0
13,2012년02월,서대문구,20602.6
14,2012년03월,서대문구,21366.0
15,2012년04월,서대문구,20799.4
16,2012년05월,서대문구,21007.4
17,2012년06월,서대문구,20346.6
18,2012년07월,서대문구,19535.6
19,2012년08월,서대문구,18286.4
20,2012년09월,서대문구,20056.4
21,2012년10월,서대문구,20311.6
22,2012년11월,서대문구,21366.0
23,2012년12월,서대문구,19713.8
24,2013년01월,서대문구,9511.0
25,2013년02월,서대문구,9635.0
26,2013년03월,서대문구,11056.0
27,2013년04월,서대문구,11876.0
28,2013년05월,서대문구,11215.0
29,2013년06월,서대문구,10068.0
30,2013년07월,서대문구,10329.0
31,2013년08월,서대문구,9097.0
32,2013년09월,서대문구,9471.0
33,2013년10월,서대문구,10426.0
34,2013년11월,서대문구,10763.0
35,2013년12월,서대문구,11048.0
36,2014년01월,서대문구,18217.0
37,2014년02월,서대문구,19327.6
38,2014년03월,서대문구,20904.0
39,2014년04월,서대문구,21397.0
40,2014년05월,서대문구,20681.8
41,2014년06월,서대문구,19744.2
42,2014년07월,서대문구,19952.0
43,2014년08월,서대문구,18924.0
44,2014년09월,서대문구,19685.4
45,2014년10월,서대문구,20908.2
46,2014년11월,서대문구,20545.8
47,2014년12월,서대문구,20627.2
48,2015년01월,서대문구,14311.0
49,2015년02월,서대문구,13631.3
50,2015년03월,서대문구,16078.7
51,2015년04월,서대문구,16565.6
52,2015년05월,서대문구,15660.0
53,2015년06월,서대문구,14474.3
54,2015년07월,서대문구,14593.1
55,2015년08월,서대문구,14060.0
56,2015년09월,서대문구,14967.6
57,2015년10월,서대문구,15754.3
58,2015년11월,서대문구,15829.0
59,2015년12월,서대문구,15863.9
60,2016년01월,서대문구,17859.2
61,2016년02월,서대문구,17668.4
62,2016년03월,서대문구,20894.2
63,2016년04월,서대문구,20719.6
64,2016년05월,서대문구,20463.0
65,2016년06월,서대문구,20062.6
66,2016년07월,서대문구,18744.4
67,2016년08월,서대문구,18211.6
68,2016년09월,서대문구,18658.2
69,2016년10월,서대문구,19687.6
70,2016년11월,서대문구,21243.6
71,2016년12월,서대문구,20498.8
72,2017년01월,서대문구,17543.0
73,2017년02월,서대문구,19538.4
74,2017년03월,서대문구,21219.8
75,2017년04월,서대문구,20612.4
76,2017년05월,서대문구,19688.8
77,2017년06월,서대문구,19765.0
78,2017년07월,서대문구,18072.0
79,2017년08월,서대문구,18081.2
80,2017년09월,서대문구,20300.0
81,2017년10월,서대문구,17810.8
82,2017년11월,서대문구,20713.4
83,2017년12월,서대문구,19406.0
84,2018년01월,서대문구,18167.6
85,2018년02월,서대문구,17675.2
86,2018년03월,서대문구,20358.6
87,2018년04월,서대문구,20458.2
88,2018년05월,서대문구,20150.4
89,2018년06월,서대문구,19237.8
90,2018년07월,서대문구,18612.2
91,2018년08월,서대문구,18021.6
92,2018년09월,서대문구,18089.8
93,2018년10월,서대문구,19920.2
94,2018년11월,서대문구,20430.6
95,2018년12월,서대문구,18917.4
0,2011년01월,서초구,
1,2011년02월,서초구,
2,2011년03월,서초구,
3,2011년04월,서초구,
4,2011년05월,서초구,
5,2011년06월,서초구,
6,2011년07월,서초구,
7,2011년08월,서초구,
8,2011년09월,서초구,
9,2011년10월,서초구,
10,2011년11월,서초구,
11,2011년12월,서초구,
12,2012년01월,서초구,43510.5
13,2012년02월,서초구,47562.4
14,2012년03월,서초구,48378.3
15,2012년04월,서초구,47233.6
16,2012년05월,서초구,47992.6
17,2012년06월,서초구,47346.1
18,2012년07월,서초구,46220.4
19,2012년08월,서초구,43981.3
20,2012년09월,서초구,46900.9
21,2012년10월,서초구,46921.6
22,2012년11월,서초구,49949.0
23,2012년12월,서초구,48264.0
24,2013년01월,서초구,26441.7
25,2013년02월,서초구,27084.3
26,2013년03월,서초구,27302.0
27,2013년04월,서초구,27862.0
28,2013년05월,서초구,28072.0
29,2013년06월,서초구,26553.7
30,2013년07월,서초구,26353.3
31,2013년08월,서초구,25671.7
32,2013년09월,서초구,25444.3
33,2013년10월,서초구,27342.7
34,2013년11월,서초구,28251.3
35,2013년12월,서초구,27903.0
36,2014년01월,서초구,45938.9
37,2014년02월,서초구,48860.8
38,2014년03월,서초구,50245.8
39,2014년04월,서초구,50861.9
40,2014년05월,서초구,49518.5
41,2014년06월,서초구,47714.3
42,2014년07월,서초구,49070.0
43,2014년08월,서초구,46925.0
44,2014년09월,서초구,46975.6
45,2014년10월,서초구,49178.9
46,2014년11월,서초구,49364.2
47,2014년12월,서초구,50864.1
48,2015년01월,서초구,47404.5
49,2015년02월,서초구,45367.3
50,2015년03월,서초구,50527.5
51,2015년04월,서초구,50392.8
52,2015년05월,서초구,48247.2
53,2015년06월,서초구,42544.1
54,2015년07월,서초구,45852.1
55,2015년08월,서초구,43999.2
56,2015년09월,서초구,45763.2
57,2015년10월,서초구,48109.4
58,2015년11월,서초구,48748.7
59,2015년12월,서초구,49483.9
60,2016년01월,서초구,44413.2
61,2016년02월,서초구,44191.2
62,2016년03월,서초구,49101.8
63,2016년04월,서초구,48477.2
64,2016년05월,서초구,48009.4
65,2016년06월,서초구,47410.9
66,2016년07월,서초구,45991.0
67,2016년08월,서초구,45141.7
68,2016년09월,서초구,44672.5
69,2016년10월,서초구,47187.2
70,2016년11월,서초구,48754.1
71,2016년12월,서초구,48456.5
72,2017년01월,서초구,43426.8
73,2017년02월,서초구,48450.4
74,2017년03월,서초구,48901.8
75,2017년04월,서초구,47993.3
76,2017년05월,서초구,46103.2
77,2017년06월,서초구,47091.6
78,2017년07월,서초구,44829.8
79,2017년08월,서초구,44702.7
80,2017년09월,서초구,48098.3
81,2017년10월,서초구,41263.5
82,2017년11월,서초구,48893.3
83,2017년12월,서초구,47912.4
84,2018년01월,서초구,44693.1
85,2018년02월,서초구,44213.3
86,2018년03월,서초구,48258.7
87,2018년04월,서초구,48326.0
88,2018년05월,서초구,47827.8
89,2018년06월,서초구,46332.2
90,2018년07월,서초구,46363.6
91,2018년08월,서초구,45131.7
92,2018년09월,서초구,44269.9
93,2018년10월,서초구,47543.9
94,2018년11월,서초구,49315.4
95,2018년12월,서초구,47069.4
0,2011년01월,성동구,10103.5
1,2011년02월,성동구,10109.5
2,2011년03월,성동구,11314.5
3,2011년04월,성동구,11331.5
4,2011년05월,성동구,11626.0
5,2011년06월,성동구,11222.5
6,2011년07월,성동구,11144.5
7,2011년08월,성동구,10931.5
8,2011년09월,성동구,11211.0
9,2011년10월,성동구,11386.0
10,2011년11월,성동구,11668.0
11,2011년12월,성동구,11893.0
12,2012년01월,성동구,18645.2
13,2012년02월,성동구,20515.1
14,2012년03월,성동구,22392.7
15,2012년04월,성동구,21976.6
16,2012년05월,성동구,22285.2
17,2012년06월,성동구,21208.9
18,2012년07월,성동구,19954.9
19,2012년08월,성동구,18473.9
20,2012년09월,성동구,20891.9
21,2012년10월,성동구,20997.7
22,2012년11월,성동구,22233.6
23,2012년12월,성동구,20300.1
24,2013년01월,성동구,16694.8
25,2013년02월,성동구,16528.8
26,2013년03월,성동구,17517.4
27,2013년04월,성동구,18013.4
28,2013년05월,성동구,17707.2
29,2013년06월,성동구,16670.4
30,2013년07월,성동구,16527.2
31,2013년08월,성동구,15474.6
32,2013년09월,성동구,15550.8
33,2013년10월,성동구,17287.6
34,2013년11월,성동구,17555.0
35,2013년12월,성동구,17523.4
36,2014년01월,성동구,19159.6
37,2014년02월,성동구,20366.0
38,2014년03월,성동구,22412.6
39,2014년04월,성동구,22916.6
40,2014년05월,성동구,21639.9
41,2014년06월,성동구,20811.8
42,2014년07월,성동구,20793.1
43,2014년08월,성동구,19003.4
44,2014년09월,성동구,20949.2
45,2014년10월,성동구,21940.1
46,2014년11월,성동구,21984.9
47,2014년12월,성동구,22102.9
48,2015년01월,성동구,18203.9
49,2015년02월,성동구,17189.2
50,2015년03월,성동구,20753.3
51,2015년04월,성동구,21188.4
52,2015년05월,성동구,19948.4
53,2015년06월,성동구,18703.9
54,2015년07월,성동구,18587.7
55,2015년08월,성동구,17315.5
56,2015년09월,성동구,19100.8
57,2015년10월,성동구,19989.9
58,2015년11월,성동구,20243.9
59,2015년12월,성동구,19913.6
60,2016년01월,성동구,19270.1
61,2016년02월,성동구,18962.0
62,2016년03월,성동구,22928.6
63,2016년04월,성동구,22442.9
64,2016년05월,성동구,22232.4
65,2016년06월,성동구,21890.6
66,2016년07월,성동구,20336.9
67,2016년08월,성동구,19666.6
68,2016년09월,성동구,20466.8
69,2016년10월,성동구,21630.0
70,2016년11월,성동구,22801.4
71,2016년12월,성동구,21983.4
72,2017년01월,성동구,19187.1
73,2017년02월,성동구,21367.0
74,2017년03월,성동구,23217.1
75,2017년04월,성동구,22787.3
76,2017년05월,성동구,21903.6
77,2017년06월,성동구,22117.2
78,2017년07월,성동구,20546.9
79,2017년08월,성동구,20216.4
80,2017년09월,성동구,22785.4
81,2017년10월,성동구,19783.9
82,2017년11월,성동구,23534.1
83,2017년12월,성동구,22274.7
84,2018년01월,성동구,20861.0
85,2018년02월,성동구,20039.2
86,2018년03월,성동구,23397.6
87,2018년04월,성동구,23467.6
88,2018년05월,성동구,23254.6
89,2018년06월,성동구,22366.9
90,2018년07월,성동구,21741.6
91,2018년08월,성동구,20622.2
92,2018년09월,성동구,21025.3
93,2018년10월,성동구,23524.2
94,2018년11월,성동구,24409.8
95,2018년12월,성동구,22346.0
0,2011년01월,성북구,
1,2011년02월,성북구,
2,2011년03월,성북구,
3,2011년04월,성북구,
4,2011년05월,성북구,
5,2011년06월,성북구,
6,2011년07월,성북구,
7,2011년08월,성북구,
8,2011년09월,성북구,
9,2011년10월,성북구,
10,2011년11월,성북구,
11,2011년12월,성북구,
12,2012년01월,성북구,25192.1
13,2012년02월,성북구,27707.7
14,2012년03월,성북구,32291.1
15,2012년04월,성북구,31305.3
16,2012년05월,성북구,32563.2
17,2012년06월,성북구,29611.0
18,2012년07월,성북구,26658.2
19,2012년08월,성북구,25199.7
20,2012년09월,성북구,29818.1
21,2012년10월,성북구,30114.3
22,2012년11월,성북구,32024.9
23,2012년12월,성북구,28673.6
24,2013년01월,성북구,18283.0
25,2013년02월,성북구,18305.8
26,2013년03월,성북구,22018.2
27,2013년04월,성북구,22440.3
28,2013년05월,성북구,22758.2
29,2013년06월,성북구,20044.0
30,2013년07월,성북구,18716.3
31,2013년08월,성북구,17479.8
32,2013년09월,성북구,19646.0
33,2013년10월,성북구,21421.3
34,2013년11월,성북구,22330.3
35,2013년12월,성북구,20229.2
36,2014년01월,성북구,25399.8
37,2014년02월,성북구,27111.9
38,2014년03월,성북구,32122.4
39,2014년04월,성북구,32373.6
40,2014년05월,성북구,31424.0
41,2014년06월,성북구,28897.0
42,2014년07월,성북구,27535.2
43,2014년08월,성북구,25988.0
44,2014년09월,성북구,29680.4
45,2014년10월,성북구,31202.0
46,2014년11월,성북구,31196.0
47,2014년12월,성북구,30219.9
48,2015년01월,성북구,26580.6
49,2015년02월,성북구,25575.4
50,2015년03월,성북구,32782.2
51,2015년04월,성북구,32766.4
52,2015년05월,성북구,31533.9
53,2015년06월,성북구,28210.0
54,2015년07월,성북구,26778.2
55,2015년08월,성북구,25485.4
56,2015년09월,성북구,29798.6
57,2015년10월,성북구,30916.7
58,2015년11월,성북구,31228.7
59,2015년12월,성북구,29759.1
60,2016년01월,성북구,25481.9
61,2016년02월,성북구,25578.3
62,2016년03월,성북구,32676.2
63,2016년04월,성북구,31406.9
64,2016년05월,성북구,31434.3
65,2016년06월,성북구,29731.3
66,2016년07월,성북구,26730.8
67,2016년08월,성북구,25806.2
68,2016년09월,성북구,28902.7
69,2016년10월,성북구,29943.9
70,2016년11월,성북구,31587.4
71,2016년12월,성북구,29479.3
72,2017년01월,성북구,24666.7
73,2017년02월,성북구,27391.4
74,2017년03월,성북구,31911.8
75,2017년04월,성북구,30715.7
76,2017년05월,성북구,30191.2
77,2017년06월,성북구,29225.7
78,2017년07월,성북구,25880.2
79,2017년08월,성북구,25364.8
80,2017년09월,성북구,29750.3
81,2017년10월,성북구,25484.9
82,2017년11월,성북구,29756.0
83,2017년12월,성북구,27660.0
84,2018년01월,성북구,24469.3
85,2018년02월,성북구,23983.7
86,2018년03월,성북구,29778.1
87,2018년04월,성북구,29277.4
88,2018년05월,성북구,29680.2
89,2018년06월,성북구,27223.4
90,2018년07월,성북구,25324.6
91,2018년08월,성북구,23986.2
92,2018년09월,성북구,26194.8
93,2018년10월,성북구,28796.0
94,2018년11월,성북구,29435.9
95,2018년12월,성북구,26908.1
0,2011년01월,송파구,
1,2011년02월,송파구,
2,2011년03월,송파구,
3,2011년04월,송파구,
4,2011년05월,송파구,
5,2011년06월,송파구,
6,2011년07월,송파구,
7,2011년08월,송파구,
8,2011년09월,송파구,
9,2011년10월,송파구,
10,2011년11월,송파구,
11,2011년12월,송파구,
12,2012년01월,송파구,22733.4
13,2012년02월,송파구,24826.0
14,2012년03월,송파구,25502.1
15,2012년04월,송파구,25715.9
16,2012년05월,송파구,26469.7
17,2012년06월,송파구,25363.1
18,2012년07월,송파구,24290.6
19,2012년08월,송파구,23131.0
20,2012년09월,송파구,24207.3
21,2012년10월,송파구,24318.6
22,2012년11월,송파구,25459.7
23,2012년12월,송파구,24991.2
24,2013년01월,송파구,14251.3
25,2013년02월,송파구,13993.9
26,2013년03월,송파구,15000.9
27,2013년04월,송파구,15378.7
28,2013년05월,송파구,15606.4
29,2013년06월,송파구,14449.6
30,2013년07월,송파구,14006.6
31,2013년08월,송파구,13209.6
32,2013년09월,송파구,13227.6
33,2013년10월,송파구,14819.4
34,2013년11월,송파구,15118.5
35,2013년12월,송파구,15263.3
36,2014년01월,송파구,23414.0
37,2014년02월,송파구,24886.1
38,2014년03월,송파구,25763.0
39,2014년04월,송파구,26573.0
40,2014년05월,송파구,26063.8
41,2014년06월,송파구,24606.5
42,2014년07월,송파구,25506.5
43,2014년08월,송파구,24137.7
44,2014년09월,송파구,23898.7
45,2014년10월,송파구,27185.5
46,2014년11월,송파구,26662.8
47,2014년12월,송파구,26728.9
48,2015년01월,송파구,24525.5
49,2015년02월,송파구,23352.1
50,2015년03월,송파구,26532.9
51,2015년04월,송파구,27719.5
52,2015년05월,송파구,26774.5
53,2015년06월,송파구,23370.1
54,2015년07월,송파구,25261.7
55,2015년08월,송파구,24518.6
56,2015년09월,송파구,25140.9
57,2015년10월,송파구,26881.1
58,2015년11월,송파구,26014.3
59,2015년12월,송파구,27173.1
60,2016년01월,송파구,24158.5
61,2016년02월,송파구,23890.7
62,2016년03월,송파구,26819.1
63,2016년04월,송파구,27717.5
64,2016년05월,송파구,27203.3
65,2016년06월,송파구,26719.4
66,2016년07월,송파구,26232.3
67,2016년08월,송파구,25623.7
68,2016년09월,송파구,25940.2
69,2016년10월,송파구,27298.1
70,2016년11월,송파구,27024.9
71,2016년12월,송파구,27572.1
72,2017년01월,송파구,24857.9
73,2017년02월,송파구,27392.7
74,2017년03월,송파구,27512.9
75,2017년04월,송파구,29828.6
76,2017년05월,송파구,28131.1
77,2017년06월,송파구,28009.8
78,2017년07월,송파구,26810.4
79,2017년08월,송파구,26835.9
80,2017년09월,송파구,28831.4
81,2017년10월,송파구,25383.1
82,2017년11월,송파구,28562.0
83,2017년12월,송파구,29180.0
84,2018년01월,송파구,26914.4
85,2018년02월,송파구,26368.9
86,2018년03월,송파구,28772.1
87,2018년04월,송파구,29815.4
88,2018년05월,송파구,29658.7
89,2018년06월,송파구,28850.7
90,2018년07월,송파구,28570.3
91,2018년08월,송파구,28079.2
92,2018년09월,송파구,26882.0
93,2018년10월,송파구,29937.0
94,2018년11월,송파구,30478.4
95,2018년12월,송파구,28470.0
0,2011년01월,양천구,
1,2011년02월,양천구,
2,2011년03월,양천구,
3,2011년04월,양천구,
4,2011년05월,양천구,
5,2011년06월,양천구,
6,2011년07월,양천구,
7,2011년08월,양천구,
8,2011년09월,양천구,
9,2011년10월,양천구,
10,2011년11월,양천구,
11,2011년12월,양천구,
12,2012년01월,양천구,31977.2
13,2012년02월,양천구,35086.2
14,2012년03월,양천구,35658.5
15,2012년04월,양천구,34992.8
16,2012년05월,양천구,36208.0
17,2012년06월,양천구,34814.8
18,2012년07월,양천구,33589.8
19,2012년08월,양천구,31216.2
20,2012년09월,양천구,33262.2
21,2012년10월,양천구,33665.2
22,2012년11월,양천구,35484.5
23,2012년12월,양천구,34332.2
24,2013년01월,양천구,48581.0
25,2013년02월,양천구,47678.0
26,2013년03월,양천구,49534.0
27,2013년04월,양천구,50623.0
28,2013년05월,양천구,51138.0
29,2013년06월,양천구,47718.5
30,2013년07월,양천구,47721.5
31,2013년08월,양천구,45556.0
32,2013년09월,양천구,44346.0
33,2013년10월,양천구,49006.0
34,2013년11월,양천구,49971.0
35,2013년12월,양천구,50006.5
36,2014년01월,양천구,31851.0
37,2014년02월,양천구,33686.0
38,2014년03월,양천구,34757.0
39,2014년04월,양천구,35446.5
40,2014년05월,양천구,34281.8
41,2014년06월,양천구,32474.0
42,2014년07월,양천구,33585.5
43,2014년08월,양천구,31519.2
44,2014년09월,양천구,32070.2
45,2014년10월,양천구,33736.2
46,2014년11월,양천구,33547.2
47,2014년12월,양천구,34590.2
48,2015년01월,양천구,32372.2
49,2015년02월,양천구,30666.5
50,2015년03월,양천구,34520.8
51,2015년04월,양천구,34825.8
52,2015년05월,양천구,33555.2
53,2015년06월,양천구,30599.8
54,2015년07월,양천구,32208.8
55,2015년08월,양천구,30497.0
56,2015년09월,양천구,31868.8
57,2015년10월,양천구,33243.8
58,2015년11월,양천구,33026.8
59,2015년12월,양천구,33458.5
60,2016년01월,양천구,30373.2
61,2016년02월,양천구,29970.0
62,2016년03월,양천구,33364.2
63,2016년04월,양천구,32992.8
64,2016년05월,양천구,32321.0
65,2016년06월,양천구,32062.5
66,2016년07월,양천구,30985.5
67,2016년08월,양천구,30243.8
68,2016년09월,양천구,30443.2
69,2016년10월,양천구,31636.8
70,2016년11월,양천구,32802.5
71,2016년12월,양천구,32306.8
72,2017년01월,양천구,29263.0
