,기간,자치구,승하차 평균
73,2017년02월,양천구,31988.2
74,2017년03월,양천구,32766.8
75,2017년04월,양천구,32050.8
76,2017년05월,양천구,31024.2
77,2017년06월,양천구,31349.2
78,2017년07월,양천구,29734.8
79,2017년08월,양천구,29491.2
80,2017년09월,양천구,32396.0
81,2017년10월,양천구,27781.8
82,2017년11월,양천구,32298.8
83,2017년12월,양천구,31298.2
84,2018년01월,양천구,29914.5
85,2018년02월,양천구,28890.8
86,2018년03월,양천구,31932.2
87,2018년04월,양천구,31819.5
88,2018년05월,양천구,31546.5
89,2018년06월,양천구,30393.0
90,2018년07월,양천구,30035.8
91,2018년08월,양천구,28838.5
92,2018년09월,양천구,28268.5
93,2018년10월,양천구,31316.2
94,2018년11월,양천구,32377.0
95,2018년12월,양천구,30464.8
0,2011년01월,영등포구,56181.3
1,2011년02월,영등포구,55191.3
2,2011년03월,영등포구,58443.7
3,2011년04월,영등포구,59220.7
4,2011년05월,영등포구,57290.0
5,2011년06월,영등포구,55992.3
6,2011년07월,영등포구,54703.0
7,2011년08월,영등포구,53944.3
8,2011년09월,영등포구,53708.0
9,2011년10월,영등포구,56273.7
10,2011년11월,영등포구,57084.0
11,2011년12월,영등포구,59769.3
12,2012년01월,영등포구,23059.7
13,2012년02월,영등포구,25677.7
14,2012년03월,영등포구,26116.5
15,2012년04월,영등포구,28108.9
16,2012년05월,영등포구,26787.0
17,2012년06월,영등포구,26075.5
18,2012년07월,영등포구,24935.5
19,2012년08월,영등포구,23248.3
20,2012년09월,영등포구,24954.7
21,2012년10월,영등포구,26450.5
22,2012년11월,영등포구,26595.5
23,2012년12월,영등포구,24870.5
24,2013년01월,영등포구,18053.8
25,2013년02월,영등포구,17885.2
26,2013년03월,영등포구,18831.2
27,2013년04월,영등포구,22393.9
28,2013년05월,영등포구,20220.9
29,2013년06월,영등포구,18998.8
30,2013년07월,영등포구,18652.4
31,2013년08월,영등포구,17809.1
32,2013년09월,영등포구,17371.4
33,2013년10월,영등포구,20232.5
34,2013년11월,영등포구,19027.9
35,2013년12월,영등포구,18770.6
36,2014년01월,영등포구,23777.3
37,2014년02월,영등포구,25471.5
38,2014년03월,영등포구,26892.6
39,2014년04월,영등포구,29171.0
40,2014년05월,영등포구,26439.6
41,2014년06월,영등포구,25621.5
42,2014년07월,영등포구,26517.0
43,2014년08월,영등포구,24421.0
44,2014년09월,영등포구,25066.4
45,2014년10월,영등포구,27088.3
46,2014년11월,영등포구,25972.9
47,2014년12월,영등포구,26243.3
48,2015년01월,영등포구,30722.2
49,2015년02월,영등포구,29193.9
50,2015년03월,영등포구,33186.7
51,2015년04월,영등포구,35413.6
52,2015년05월,영등포구,32196.2
53,2015년06월,영등포구,29617.4
54,2015년07월,영등포구,31005.1
55,2015년08월,영등포구,29927.7
56,2015년09월,영등포구,30863.9
57,2015년10월,영등포구,33055.7
58,2015년11월,영등포구,32020.1
59,2015년12월,영등포구,32482.2
60,2016년01월,영등포구,23614.5
61,2016년02월,영등포구,22999.6
62,2016년03월,영등포구,26952.3
63,2016년04월,영등포구,29122.5
64,2016년05월,영등포구,27072.9
65,2016년06월,영등포구,27182.4
66,2016년07월,영등포구,25574.3
67,2016년08월,영등포구,24958.2
68,2016년09월,영등포구,25051.1
69,2016년10월,영등포구,26406.2
70,2016년11월,영등포구,26374.1
71,2016년12월,영등포구,25952.6
72,2017년01월,영등포구,22876.9
73,2017년02월,영등포구,25600.5
74,2017년03월,영등포구,26841.5
75,2017년04월,영등포구,29016.4
76,2017년05월,영등포구,26067.4
77,2017년06월,영등포구,26475.3
78,2017년07월,영등포구,24553.3
79,2017년08월,영등포구,24557.0
80,2017년09월,영등포구,28149.4
81,2017년10월,영등포구,23041.5
82,2017년11월,영등포구,26668.8
83,2017년12월,영등포구,25566.4
84,2018년01월,영등포구,24651.5
85,2018년02월,영등포구,23578.3
86,2018년03월,영등포구,26897.8
87,2018년04월,영등포구,28786.0
88,2018년05월,영등포구,27334.0
89,2018년06월,영등포구,26298.1
90,2018년07월,영등포구,25868.8
91,2018년08월,영등포구,24689.4
92,2018년09월,영등포구,24829.2
93,2018년10월,영등포구,27591.5
94,2018년11월,영등포구,27592.8
95,2018년12월,영등포구,25462.8
0,2011년01월,용산구,20066.7
1,2011년02월,용산구,20221.0
2,2011년03월,용산구,21567.5
3,2011년04월,용산구,21580.0
4,2011년05월,용산구,21386.0
5,2011년06월,용산구,20872.5
6,2011년07월,용산구,20350.0
7,2011년08월,용산구,20464.0
8,2011년09월,용산구,20828.3
9,2011년10월,용산구,21738.8
10,2011년11월,용산구,21545.2
11,2011년12월,용산구,21164.0
12,2012년01월,용산구,17685.2
13,2012년02월,용산구,19465.7
14,2012년03월,용산구,20912.8
15,2012년04월,용산구,20814.1
16,2012년05월,용산구,21531.6
17,2012년06월,용산구,20891.4
18,2012년07월,용산구,19226.8
19,2012년08월,용산구,18355.9
20,2012년09월,용산구,19740.7
21,2012년10월,용산구,20900.1
22,2012년11월,용산구,21313.9
23,2012년12월,용산구,20626.3
24,2013년01월,용산구,15520.8
25,2013년02월,용산구,15765.2
26,2013년03월,용산구,17205.0
27,2013년04월,용산구,17234.6
28,2013년05월,용산구,17920.6
29,2013년06월,용산구,17089.8
30,2013년07월,용산구,16372.4
31,2013년08월,용산구,16099.2
32,2013년09월,용산구,15913.4
33,2013년10월,용산구,18699.8
34,2013년11월,용산구,17990.4
35,2013년12월,용산구,18332.4
36,2014년01월,용산구,18511.8
37,2014년02월,용산구,19628.8
38,2014년03월,용산구,21299.7
39,2014년04월,용산구,21623.4
40,2014년05월,용산구,22054.7
41,2014년06월,용산구,20936.3
42,2014년07월,용산구,20858.6
43,2014년08월,용산구,20748.1
44,2014년09월,용산구,20339.9
45,2014년10월,용산구,23087.2
46,2014년11월,용산구,22306.0
47,2014년12월,용산구,22342.6
48,2015년01월,용산구,20097.3
49,2015년02월,용산구,19373.3
50,2015년03월,용산구,21540.7
51,2015년04월,용산구,22126.4
52,2015년05월,용산구,22275.4
53,2015년06월,용산구,19206.3
54,2015년07월,용산구,20072.3
55,2015년08월,용산구,19995.9
56,2015년09월,용산구,20961.1
57,2015년10월,용산구,22687.4
58,2015년11월,용산구,21684.6
59,2015년12월,용산구,22318.0
60,2016년01월,용산구,19272.0
61,2016년02월,용산구,18918.7
62,2016년03월,용산구,21752.6
63,2016년04월,용산구,21802.7
64,2016년05월,용산구,21820.2
65,2016년06월,용산구,21275.3
66,2016년07월,용산구,19882.7
67,2016년08월,용산구,19549.1
68,2016년09월,용산구,19996.2
69,2016년10월,용산구,22045.0
70,2016년11월,용산구,21874.1
71,2016년12월,용산구,22270.3
72,2017년01월,용산구,18881.4
73,2017년02월,용산구,20992.0
74,2017년03월,용산구,21972.7
75,2017년04월,용산구,21614.0
76,2017년05월,용산구,21082.2
77,2017년06월,용산구,21410.4
78,2017년07월,용산구,19715.6
79,2017년08월,용산구,19790.7
80,2017년09월,용산구,21854.6
81,2017년10월,용산구,20390.9
82,2017년11월,용산구,21903.3
83,2017년12월,용산구,22243.2
84,2018년01월,용산구,19621.3
85,2018년02월,용산구,19764.3
86,2018년03월,용산구,22442.7
87,2018년04월,용산구,22100.1
88,2018년05월,용산구,22429.2
89,2018년06월,용산구,21712.1
90,2018년07월,용산구,20597.7
91,2018년08월,용산구,20002.3
92,2018년09월,용산구,20360.7
93,2018년10월,용산구,23027.9
94,2018년11월,용산구,22543.7
95,2018년12월,용산구,22100.8
0,2011년01월,은평구,1942.5
1,2011년02월,은평구,1993.0
2,2011년03월,은평구,2312.5
3,2011년04월,은평구,2419.5
4,2011년05월,은평구,2430.5
5,2011년06월,은평구,2369.0
6,2011년07월,은평구,2174.0
7,2011년08월,은평구,2228.5
8,2011년09월,은평구,2427.0
9,2011년10월,은평구,2553.5
10,2011년11월,은평구,2508.0
11,2011년12월,은평구,2315.0
12,2012년01월,은평구,24442.5
13,2012년02월,은평구,27026.8
14,2012년03월,은평구,28150.7
15,2012년04월,은평구,27810.8
16,2012년05월,은평구,28477.0
17,2012년06월,은평구,27363.2
18,2012년07월,은평구,26054.9
19,2012년08월,은평구,24822.8
20,2012년09월,은평구,26762.3
21,2012년10월,은평구,27440.6
22,2012년11월,은평구,28372.1
23,2012년12월,은평구,26899.9
24,2013년01월,은평구,18636.3
25,2013년02월,은평구,18520.8
26,2013년03월,은평구,20045.1
27,2013년04월,은평구,20670.7
28,2013년05월,은평구,20541.4
29,2013년06월,은평구,19347.3
30,2013년07월,은평구,18868.0
31,2013년08월,은평구,17966.1
32,2013년09월,은평구,18272.3
33,2013년10월,은평구,20306.7
34,2013년11월,은평구,20488.4
35,2013년12월,은평구,20055.6
36,2014년01월,은평구,25890.3
37,2014년02월,은평구,27280.7
38,2014년03월,은평구,29198.8
39,2014년04월,은평구,29892.1
40,2014년05월,은평구,28989.7
41,2014년06월,은평구,27961.0
42,2014년07월,은평구,28129.1
43,2014년08월,은평구,26489.2
44,2014년09월,은평구,27524.9
45,2014년10월,은평구,29137.3
46,2014년11월,은평구,28701.5
47,2014년12월,은평구,28721.9
48,2015년01월,은평구,23497.2
49,2015년02월,은평구,22546.2
50,2015년03월,은평구,25813.3
51,2015년04월,은평구,26384.1
52,2015년05월,은평구,25251.5
53,2015년06월,은평구,23757.1
54,2015년07월,은평구,23495.0
55,2015년08월,은평구,22998.9
56,2015년09월,은평구,24361.9
57,2015년10월,은평구,25566.9
58,2015년11월,은평구,25363.3
59,2015년12월,은평구,25347.2
60,2016년01월,은평구,26010.6
61,2016년02월,은평구,25873.9
62,2016년03월,은평구,29353.9
63,2016년04월,은평구,29219.0
64,2016년05월,은평구,29072.2
65,2016년06월,은평구,28743.1
66,2016년07월,은평구,27336.2
67,2016년08월,은평구,26711.8
68,2016년09월,은평구,27203.7
69,2016년10월,은평구,28621.9
70,2016년11월,은평구,29608.1
71,2016년12월,은평구,29585.8
72,2017년01월,은평구,26181.4
73,2017년02월,은평구,28520.1
74,2017년03월,은평구,29949.4
75,2017년04월,은평구,29478.2
76,2017년05월,은평구,28683.8
77,2017년06월,은평구,28932.8
78,2017년07월,은평구,27221.2
79,2017년08월,은평구,27084.5
80,2017년09월,은평구,29297.1
81,2017년10월,은평구,26288.6
82,2017년11월,은평구,29621.2
83,2017년12월,은평구,28491.0
84,2018년01월,은평구,26898.9
85,2018년02월,은평구,26428.3
86,2018년03월,은평구,29401.5
87,2018년04월,은평구,29548.3
88,2018년05월,은평구,29392.7
89,2018년06월,은평구,28556.8
90,2018년07월,은평구,28093.9
91,2018년08월,은평구,27099.0
92,2018년09월,은평구,27004.5
93,2018년10월,은평구,29399.3
94,2018년11월,은평구,29896.2
95,2018년12월,은평구,28138.3
0,2011년01월,종로구,
1,2011년02월,종로구,
2,2011년03월,종로구,
3,2011년04월,종로구,
4,2011년05월,종로구,
5,2011년06월,종로구,
6,2011년07월,종로구,
7,2011년08월,종로구,
8,2011년09월,종로구,
9,2011년10월,종로구,
10,2011년11월,종로구,
11,2011년12월,종로구,
12,2012년01월,종로구,43159.1
13,2012년02월,종로구,47313.4
14,2012년03월,종로구,47926.5
15,2012년04월,종로구,46319.3
16,2012년05월,종로구,47988.4
17,2012년06월,종로구,45691.4
18,2012년07월,종로구,45485.0
19,2012년08월,종로구,42254.4
20,2012년09월,종로구,44497.0
21,2012년10월,종로구,46503.7
22,2012년11월,종로구,49542.9
23,2012년12월,종로구,47000.3
24,2013년01월,종로구,31003.4
25,2013년02월,종로구,29824.2
26,2013년03월,종로구,31997.2
27,2013년04월,종로구,32481.0
28,2013년05월,종로구,32808.2
29,2013년06월,종로구,30191.8
30,2013년07월,종로구,30906.6
31,2013년08월,종로구,29512.0
32,2013년09월,종로구,28621.0
33,2013년10월,종로구,32845.4
34,2013년11월,종로구,33652.0
35,2013년12월,종로구,33500.8
36,2014년01월,종로구,44283.6
37,2014년02월,종로구,47211.3
38,2014년03월,종로구,49213.9
39,2014년04월,종로구,49265.6
40,2014년05월,종로구,49275.5
41,2014년06월,종로구,46346.3
42,2014년07월,종로구,48613.9
43,2014년08월,종로구,46388.7
44,2014년09월,종로구,45451.8
45,2014년10월,종로구,49274.8
46,2014년11월,종로구,50109.7
47,2014년12월,종로구,50192.1
48,2015년01월,종로구,46904.5
49,2015년02월,종로구,43968.1
50,2015년03월,종로구,48748.5
51,2015년04월,종로구,49683.1
52,2015년05월,종로구,49001.9
53,2015년06월,종로구,41160.3
54,2015년07월,종로구,44566.9
55,2015년08월,종로구,43483.9
56,2015년09월,종로구,44403.5
57,2015년10월,종로구,48052.7
58,2015년11월,종로구,48250.7
59,2015년12월,종로구,50273.5
60,2016년01월,종로구,44329.8
61,2016년02월,종로구,43240.1
62,2016년03월,종로구,48842.9
63,2016년04월,종로구,48062.2
64,2016년05월,종로구,48392.7
65,2016년06월,종로구,46805.5
66,2016년07월,종로구,45245.7
67,2016년08월,종로구,43675.3
68,2016년09월,종로구,43912.5
69,2016년10월,종로구,47387.2
70,2016년11월,종로구,52005.5
71,2016년12월,종로구,51500.3
72,2017년01월,종로구,42148.3
73,2017년02월,종로구,48041.5
74,2017년03월,종로구,49414.1
75,2017년04월,종로구,47197.3
76,2017년05월,종로구,45729.3
77,2017년06월,종로구,45641.8
78,2017년07월,종로구,43492.0
79,2017년08월,종로구,43164.4
80,2017년09월,종로구,47003.7
81,2017년10월,종로구,42910.9
82,2017년11월,종로구,48697.7
83,2017년12월,종로구,48136.3
84,2018년01월,종로구,43899.4
85,2018년02월,종로구,42283.1
86,2018년03월,종로구,47463.5
87,2018년04월,종로구,46857.5
88,2018년05월,종로구,47382.8
89,2018년06월,종로구,45116.3
90,2018년07월,종로구,43861.5
91,2018년08월,종로구,42050.7
92,2018년09월,종로구,42938.1
93,2018년10월,종로구,47707.8
94,2018년11월,종로구,48721.0
95,2018년12월,종로구,47204.7
0,2011년01월,중구,
1,2011년02월,중구,
2,2011년03월,중구,
3,2011년04월,중구,
4,2011년05월,중구,
5,2011년06월,중구,
6,2011년07월,중구,
7,2011년08월,중구,
8,2011년09월,중구,
9,2011년10월,중구,
10,2011년11월,중구,
11,2011년12월,중구,
12,2012년01월,중구,35958.9
13,2012년02월,중구,39527.0
14,2012년03월,중구,39972.4
15,2012년04월,중구,39146.5
16,2012년05월,중구,40176.7
17,2012년06월,중구,38888.7
18,2012년07월,중구,37410.4
19,2012년08월,중구,35396.7
20,2012년09월,중구,37729.7
21,2012년10월,중구,39077.0
22,2012년11월,중구,41369.9
23,2012년12월,중구,39363.1
24,2013년01월,중구,8647.1
25,2013년02월,중구,8338.6
26,2013년03월,중구,8895.3
27,2013년04월,중구,9258.1
28,2013년05월,중구,9018.7
29,2013년06월,중구,8583.3
30,2013년07월,중구,8719.0
31,2013년08월,중구,7882.3
32,2013년09월,중구,7847.0
33,2013년10월,중구,8894.6
34,2013년11월,중구,9014.0
35,2013년12월,중구,8868.6
36,2014년01월,중구,36371.0
37,2014년02월,중구,39061.8
38,2014년03월,중구,40753.5
39,2014년04월,중구,41352.7
40,2014년05월,중구,40444.6
41,2014년06월,중구,38480.7
42,2014년07월,중구,39911.6
43,2014년08월,중구,38180.0
44,2014년09월,중구,38442.0
45,2014년10월,중구,41210.6
46,2014년11월,중구,41092.1
47,2014년12월,중구,41867.8
48,2015년01월,중구,38018.1
49,2015년02월,중구,36416.9
50,2015년03월,중구,40487.1
51,2015년04월,중구,41003.5
52,2015년05월,중구,39170.1
53,2015년06월,중구,34198.3
54,2015년07월,중구,35593.2
55,2015년08월,중구,34894.0
56,2015년09월,중구,36908.0
57,2015년10월,중구,39647.3
58,2015년11월,중구,39838.3
59,2015년12월,중구,40937.9
60,2016년01월,중구,36064.0
61,2016년02월,중구,35614.7
62,2016년03월,중구,40199.3
63,2016년04월,중구,39737.9
64,2016년05월,중구,39434.2
65,2016년06월,중구,39390.3
66,2016년07월,중구,37586.7
67,2016년08월,중구,36765.0
68,2016년09월,중구,36836.3
69,2016년10월,중구,39342.0
70,2016년11월,중구,42046.9
71,2016년12월,중구,40787.1
72,2017년01월,중구,34700.3
73,2017년02월,중구,39101.2
74,2017년03월,중구,40120.4
75,2017년04월,중구,38541.3
76,2017년05월,중구,36589.8
77,2017년06월,중구,37408.4
78,2017년07월,중구,35013.6
79,2017년08월,중구,35120.7
80,2017년09월,중구,38180.9
81,2017년10월,중구,34195.1
82,2017년11월,중구,39758.8
83,2017년12월,중구,38664.8
84,2018년01월,중구,35532.4
85,2018년02월,중구,34774.4
86,2018년03월,중구,39204.6
87,2018년04월,중구,39263.8
88,2018년05월,중구,38564.5
89,2018년06월,중구,37441.8
90,2018년07월,중구,36678.6
91,2018년08월,중구,35781.8
92,2018년09월,중구,35666.0
93,2018년10월,중구,39677.2
94,2018년11월,중구,40757.8
95,2018년12월,중구,39020.2
0,2011년01월,중랑구,8244.5
1,2011년02월,중랑구,8303.8
2,2011년03월,중랑구,9409.8
3,2011년04월,중랑구,9709.5
4,2011년05월,중랑구,9782.2
5,2011년06월,중랑구,9518.5
6,2011년07월,중랑구,9005.8
7,2011년08월,중랑구,9244.5
8,2011년09월,중랑구,9506.5
9,2011년10월,중랑구,9850.2
10,2011년11월,중랑구,9725.0
11,2011년12월,중랑구,9356.5
12,2012년01월,중랑구,23386.6
13,2012년02월,중랑구,25357.9
14,2012년03월,중랑구,26753.1
15,2012년04월,중랑구,26443.3
16,2012년05월,중랑구,26775.1
17,2012년06월,중랑구,25736.6
18,2012년07월,중랑구,24262.0
19,2012년08월,중랑구,22879.3
20,2012년09월,중랑구,24736.9
21,2012년10월,중랑구,25244.4
22,2012년11월,중랑구,26142.4
23,2012년12월,중랑구,25037.6
24,2013년01월,중랑구,24383.1
25,2013년02월,중랑구,24376.6
26,2013년03월,중랑구,26250.0
27,2013년04월,중랑구,26961.3
28,2013년05월,중랑구,26687.4
29,2013년06월,중랑구,25159.4
30,2013년07월,중랑구,24247.0
31,2013년08월,중랑구,23203.3
32,2013년09월,중랑구,23480.0
33,2013년10월,중랑구,25920.3
34,2013년11월,중랑구,26059.4
35,2013년12월,중랑구,25742.9
36,2014년01월,중랑구,23537.9
37,2014년02월,중랑구,24739.4
38,2014년03월,중랑구,26493.9
39,2014년04월,중랑구,27037.7
40,2014년05월,중랑구,26056.7
41,2014년06월,중랑구,25082.0
42,2014년07월,중랑구,25015.6
43,2014년08월,중랑구,23465.1
44,2014년09월,중랑구,24586.0
45,2014년10월,중랑구,26152.3
46,2014년11월,중랑구,25808.6
47,2014년12월,중랑구,26191.6
48,2015년01월,중랑구,17744.6
49,2015년02월,중랑구,16971.5
50,2015년03월,중랑구,19546.9
51,2015년04월,중랑구,19900.8
52,2015년05월,중랑구,19186.8
53,2015년06월,중랑구,17866.1
54,2015년07월,중랑구,18018.8
55,2015년08월,중랑구,17226.7
56,2015년09월,중랑구,18154.2
57,2015년10월,중랑구,19000.5
58,2015년11월,중랑구,18745.7
59,2015년12월,중랑구,18820.1
60,2016년01월,중랑구,23295.6
61,2016년02월,중랑구,23135.3
62,2016년03월,중랑구,26366.1
63,2016년04월,중랑구,26189.1
64,2016년05월,중랑구,25786.9
65,2016년06월,중랑구,25371.7
66,2016년07월,중랑구,23888.4
67,2016년08월,중랑구,23182.9
68,2016년09월,중랑구,23745.9
69,2016년10월,중랑구,24934.6
70,2016년11월,중랑구,25694.4
71,2016년12월,중랑구,25258.6
72,2017년01월,중랑구,22574.7
73,2017년02월,중랑구,24640.1
74,2017년03월,중랑구,25996.6
75,2017년04월,중랑구,25767.6
76,2017년05월,중랑구,25206.9
77,2017년06월,중랑구,25068.3
78,2017년07월,중랑구,23286.0
79,2017년08월,중랑구,23028.6
80,2017년09월,중랑구,25305.3
81,2017년10월,중랑구,22537.6
82,2017년11월,중랑구,25581.6
83,2017년12월,중랑구,24603.9
84,2018년01월,중랑구,23464.3
85,2018년02월,중랑구,23071.7
86,2018년03월,중랑구,25804.7
87,2018년04월,중랑구,25996.4
88,2018년05월,중랑구,26044.6
89,2018년06월,중랑구,24943.7
90,2018년07월,중랑구,24224.4
91,2018년08월,중랑구,23413.6
92,2018년09월,중랑구,23525.6
93,2018년10월,중랑구,25762.0
94,2018년11월,중랑구,26271.0
95,2018년12월,중랑구,24739.7
